,input,output,label,label2,embedding_vector
147,책이 훼손되었던데 이거 내가 물어줘야해?,"광진정보 / 자양한강 / 군자역 / 합정역 스마트 도서관 모두 자료 분실 혹은 훼손시 동일 도서로 변상하여야 합니다.\n동일 도서로 변상할 수 없는 경우에는 대체자료를 구입하여 변상하여야 하며,\n사전에 해당 자료실로 문의 바랍니다.",문의,문의_분실,"[-0.5063434  -0.9011153   0.60962725 ...  0.34848592 -0.91818994
 -0.5383799 ]"
148,영업시간이 언제야?,"광진정보 / 자양한강 스마트 도서관의 운영 시간은 365일 24시간 (연중무휴) 입니다.\n군자역 스마트 도서관의 운영 시간은 오전 05:00 ~ 09:29, 오전 11:30 ~ 오후 23:49 (연중무휴) 입니다.\n합정역 스마트 도서관의 운영 시간은 오전 05:30 - 오후 24:00 (연중무휴) 입니다.",문의,문의_운영시간,"[ 0.04526256 -0.93513817  0.26326504 ... -0.61916345 -1.5543944
 -0.38011312]"
149,몇시부터 몇시까지 해?,"광진정보 / 자양한강 스마트 도서관의 운영 시간은 365일 24시간 (연중무휴) 입니다.\n군자역 스마트 도서관의 운영 시간은 오전 05:00 ~ 09:29, 오전 11:30 ~ 오후 23:49 (연중무휴) 입니다.\n합정역 스마트 도서관의 운영 시간은 오전 05:30 - 오후 24:00 (연중무휴) 입니다.",문의,문의_운영시간,"[-0.21861093 -0.95118445  0.8967518  ...  0.70056635 -1.5988879
 -1.3857231 ]"
150,도서관 언제 쉬어?,"광진정보 / 자양한강 스마트 도서관의 운영 시간은 365일 24시간 (연중무휴) 입니다.\n군자역 스마트 도서관의 운영 시간은 오전 05:00 ~ 09:29, 오전 11:30 ~ 오후 23:49 (연중무휴) 입니다.\n합정역 스마트 도서관의 운영 시간은 오전 05:30 - 오후 24:00 (연중무휴) 입니다.",문의,문의_운영시간,"[-0.21349703 -0.4391022   0.42116246 ... -0.36969483 -1.8702135
 -0.4069933 ]"
151,도서관 운영시간 언제까지임?,"광진정보 / 자양한강 스마트 도서관의 운영 시간은 365일 24시간 (연중무휴) 입니다.\n군자역 스마트 도서관의 운영 시간은 오전 05:00 ~ 09:29, 오전 11:30 ~ 오후 23:49 (연중무휴) 입니다.\n합정역 스마트 도서관의 운영 시간은 오전 05:30 - 오후 24:00 (연중무휴) 입니다.",문의,문의_운영시간,"[-0.38693154 -0.7739865   0.24647957 ... -0.48071855 -1.5362744
 -0.60809505]"
152,운영시간 좀,"광진정보 / 자양한강 스마트 도서관의 운영 시간은 365일 24시간 (연중무휴) 입니다.\n군자역 스마트 도서관의 운영 시간은 오전 05:00 ~ 09:29, 오전 11:30 ~ 오후 23:49 (연중무휴) 입니다.\n합정역 스마트 도서관의 운영 시간은 오전 05:30 - 오후 24:00 (연중무휴) 입니다.",문의,문의_운영시간,"[-0.19232729 -0.95595986  0.36329493 ... -0.05218419 -1.6353292
 -1.1488541 ]"
153,언제까지 도서관 운영함?,"광진정보 / 자양한강 스마트 도서관의 운영 시간은 365일 24시간 (연중무휴) 입니다.\n군자역 스마트 도서관의 운영 시간은 오전 05:00 ~ 09:29, 오전 11:30 ~ 오후 23:49 (연중무휴) 입니다.\n합정역 스마트 도서관의 운영 시간은 오전 05:30 - 오후 24:00 (연중무휴) 입니다.",문의,문의_운영시간,"[-0.14992604 -0.68842155  0.39985162 ... -0.28995726 -0.97809035
 -0.5016264 ]"
154,도서관 쉬는 날,"광진정보 / 자양한강 스마트 도서관의 운영 시간은 365일 24시간 (연중무휴) 입니다.\n군자역 스마트 도서관의 운영 시간은 오전 05:00 ~ 09:29, 오전 11:30 ~ 오후 23:49 (연중무휴) 입니다.\n합정역 스마트 도서관의 운영 시간은 오전 05:30 - 오후 24:00 (연중무휴) 입니다.",문의,문의_운영시간,"[-0.63353384 -0.4471906   0.7373074  ...  0.7216424  -1.2680337
 -0.68821466]"
155,맨날 도서관 운영함?,"광진정보 / 자양한강 스마트 도서관의 운영 시간은 365일 24시간 (연중무휴) 입니다.\n군자역 스마트 도서관의 운영 시간은 오전 05:00 ~ 09:29, 오전 11:30 ~ 오후 23:49 (연중무휴) 입니다.\n합정역 스마트 도서관의 운영 시간은 오전 05:30 - 오후 24:00 (연중무휴) 입니다.",문의,문의_운영시간,"[-0.47071758 -0.92010653  0.74473536 ...  0.71030706 -1.1471101
 -1.0569193 ]"
156,도서관 쉬는날 알려줘,"광진정보 / 자양한강 스마트 도서관의 운영 시간은 365일 24시간 (연중무휴) 입니다.\n군자역 스마트 도서관의 운영 시간은 오전 05:00 ~ 09:29, 오전 11:30 ~ 오후 23:49 (연중무휴) 입니다.\n합정역 스마트 도서관의 운영 시간은 오전 05:30 - 오후 24:00 (연중무휴) 입니다.",문의,문의_운영시간,"[-0.7000086  -0.6982657   0.38049844 ...  0.46535552 -1.2652485
 -0.5385461 ]"
157,맨날 책 빌릴 수 있음?,"광진정보 / 자양한강 스마트 도서관의 운영 시간은 365일 24시간 (연중무휴) 입니다.\n군자역 스마트 도서관의 운영 시간은 오전 05:00 ~ 09:29, 오전 11:30 ~ 오후 23:49 (연중무휴) 입니다.\n합정역 스마트 도서관의 운영 시간은 오전 05:30 - 오후 24:00 (연중무휴) 입니다.",문의,문의_운영시간,"[-0.8789499  -0.54597163  0.24570824 ...  0.15424655 -0.6080991
 -0.74634415]"
158,연체됐는데 어떻게 함?,광진정보 / 자양한강 / 군자역 / 합정역 스마트 도서관 모두 연체반납 시에 [대출권수x연체일수] 만큼 방문대출도 정지됩니다.,문의,문의_연체,"[-0.07025816 -0.7281541   0.85603905 ...  0.18120044 -0.9475073
 -0.1736564 ]"
159,책 연체되면 돈 내야 함?,광진정보 / 자양한강 / 군자역 / 합정역 스마트 도서관 모두 연체반납 시에 [대출권수x연체일수] 만큼 방문대출도 정지됩니다.,문의,문의_연체,"[-0.6048224  -0.9100699   0.7355746  ...  0.63862264 -0.88075286
 -0.6941405 ]"
160,대여 연장 안 됨?,광진정보 / 자양한강 / 군자역 / 합정역 스마트 도서관 모두 연체반납 시에 [대출권수x연체일수] 만큼 방문대출도 정지됩니다.,문의,문의_연체,"[-0.31257233 -0.76148105  0.40303653 ... -0.35287988 -0.6927749
 -0.95681125]"
161,대출 연장 안 됨?,광진정보 / 자양한강 / 군자역 / 합정역 스마트 도서관 모두 연체반납 시에 [대출권수x연체일수] 만큼 방문대출도 정지됩니다.,문의,문의_연체,"[-0.13858469 -0.782664    0.3666819  ... -0.2888739  -0.77426356
 -1.039243  ]"
162,연체하면 어떻게 됨?,광진정보 / 자양한강 / 군자역 / 합정역 스마트 도서관 모두 연체반납 시에 [대출권수x연체일수] 만큼 방문대출도 정지됩니다.,문의,문의_연체,"[ 0.01332819 -0.4021118   0.5274288  ... -0.04202212 -0.94811064
 -0.2063764 ]"
163,책 연체되었는데 어떻게 해야 하나요?,광진정보 / 자양한강 / 군자역 / 합정역 스마트 도서관 모두 연체반납 시에 [대출권수x연체일수] 만큼 방문대출도 정지됩니다.,문의,문의_연체,"[-0.48679844 -0.74743325  0.7522838  ...  0.34699988 -0.87297326
 -0.34875092]"
164,연체된 책 반납하면 어떻게 됨?,광진정보 / 자양한강 / 군자역 / 합정역 스마트 도서관 모두 연체반납 시에 [대출권수x연체일수] 만큼 방문대출도 정지됩니다.,문의,문의_연체,"[-0.35957208 -0.62188     0.49771082 ... -0.22511351 -1.0380435
 -0.41439635]"
165,연체 시 책 반납하면 어떻게 되나요?,광진정보 / 자양한강 / 군자역 / 합정역 스마트 도서관 모두 연체반납 시에 [대출권수x연체일수] 만큼 방문대출도 정지됩니다.,문의,문의_연체,"[-0.5369763  -0.74642736  0.53005767 ... -0.01436319 -1.183029
 -0.7249294 ]"
166,반납 못 해서 연체되면 어떻게 됨?,광진정보 / 자양한강 / 군자역 / 합정역 스마트 도서관 모두 연체반납 시에 [대출권수x연체일수] 만큼 방문대출도 정지됩니다.,문의,문의_연체,"[ 0.16107494 -0.7769375   0.54506665 ... -0.14486708 -0.81359184
 -0.38711843]"
167,몇 권 대출 가능함?,광진정보 / 자양한강 / 군자역 / 합정역 스마트 도서관 모두 한번에 최대 2권까지 대출 가능합니다,문의,문의_대출가능권수,"[ 0.16336305 -0.9743837   0.8465126  ...  0.4908776  -1.1470548
 -1.1465001 ]"
168,대여 가능 권수 알려줘,광진정보 / 자양한강 / 군자역 / 합정역 스마트 도서관 모두 한번에 최대 2권까지 대출 가능합니다,문의,문의_대출가능권수,"[-0.19093361 -1.2220314   0.80273885 ...  0.1200125  -1.1991653
 -0.9328889 ]"
169,최대 몇 권 빌릴 수 있음?,광진정보 / 자양한강 / 군자역 / 합정역 스마트 도서관 모두 한번에 최대 2권까지 대출 가능합니다,문의,문의_대출가능권수,"[ 0.01992962 -1.1269673   0.31596512 ... -0.20362177 -0.78987217
 -1.166259  ]"
170,몇권까지 책 빌릴 수 있나요?,광진정보 / 자양한강 / 군자역 / 합정역 스마트 도서관 모두 한번에 최대 2권까지 대출 가능합니다,문의,문의_대출가능권수,"[-0.40874258 -0.6553563   0.26171294 ... -0.19424862 -0.7445022
 -0.80874765]"
171,내가 몇 권까지 빌릴 수 있어?,광진정보 / 자양한강 / 군자역 / 합정역 스마트 도서관 모두 한번에 최대 2권까지 대출 가능합니다,문의,문의_대출가능권수,"[ 0.05727104 -1.2089322   0.37363005 ... -0.39620465 -0.96352637
 -0.96811193]"
172,빌릴 수 있는 최대 권수는?,광진정보 / 자양한강 / 군자역 / 합정역 스마트 도서관 모두 한번에 최대 2권까지 대출 가능합니다,문의,문의_대출가능권수,"[-0.5101664  -0.9503133   0.2912415  ... -0.313841   -0.81530535
 -0.74748397]"
173,책 빌리고 싶은데 몇 권까지 가능함?,광진정보 / 자양한강 / 군자역 / 합정역 스마트 도서관 모두 한번에 최대 2권까지 대출 가능합니다,문의,문의_대출가능권수,"[-0.40138432 -1.1129271   0.34105408 ...  0.24882185 -0.9537157
 -0.94602627]"
174,1인당 빌릴 수 있는 책 개수,광진정보 / 자양한강 / 군자역 / 합정역 스마트 도서관 모두 한번에 최대 2권까지 대출 가능합니다,문의,문의_대출가능권수,"[-0.5697292  -0.55574876  0.23750663 ... -0.48236877 -0.79925066
 -0.14290687]"
175,책 빌리는데 제한있음?,광진정보 / 자양한강 / 군자역 / 합정역 스마트 도서관 모두 한번에 최대 2권까지 대출 가능합니다,문의,문의_대출가능권수,"[-0.7202662  -0.6151644   0.5225376  ...  0.4930747  -0.6610165
 -0.62628156]"
176,대출 방법,"(책GPT 이용 방법 이미지, 광진정보 스마트 도서관 이용 방법,02-3437-5092(내선 2번))\n(책GPT 이용 방법 이미지, 자양한강 스마트 도서관 이용 방법,02-456-0048(내선 2번)\n(책GPT 이용 방법 이미지, 군자역 스마트 도서관 이용 방법,02-3437-5092(내선 2번))\n(책GPT 이용 방법 이미지, 합정역 스마트 도서관 이용 방법,02-3153-5800)",문의,문의_대출방법,"[-0.43219042 -0.5768418   0.5971953  ... -0.28734547 -0.3043189
 -0.46611875]"
177,대여 방법 알려줘,"(책GPT 이용 방법 이미지, 광진정보 스마트 도서관 이용 방법,02-3437-5092(내선 2번))\n(책GPT 이용 방법 이미지, 자양한강 스마트 도서관 이용 방법,02-456-0048(내선 2번)\n(책GPT 이용 방법 이미지, 군자역 스마트 도서관 이용 방법,02-3437-5092(내선 2번))\n(책GPT 이용 방법 이미지, 합정역 스마트 도서관 이용 방법,02-3153-5800)",문의,문의_대출방법,"[-0.6191394  -1.0420889   0.4219074  ... -0.12678218 -0.4372188
 -0.5812735 ]"
178,대여 어떻게 함?,"(책GPT 이용 방법 이미지, 광진정보 스마트 도서관 이용 방법,02-3437-5092(내선 2번))\n(책GPT 이용 방법 이미지, 자양한강 스마트 도서관 이용 방법,02-456-0048(내선 2번)\n(책GPT 이용 방법 이미지, 군자역 스마트 도서관 이용 방법,02-3437-5092(내선 2번))\n(책GPT 이용 방법 이미지, 합정역 스마트 도서관 이용 방법,02-3153-5800)",문의,문의_대출방법,"[ 0.0096661  -0.59966403  0.7930602  ...  0.16747291 -1.0277239
 -0.54709345]"
179,책 대출하는 법,"(책GPT 이용 방법 이미지, 광진정보 스마트 도서관 이용 방법,02-3437-5092(내선 2번))\n(책GPT 이용 방법 이미지, 자양한강 스마트 도서관 이용 방법,02-456-0048(내선 2번)\n(책GPT 이용 방법 이미지, 군자역 스마트 도서관 이용 방법,02-3437-5092(내선 2번))\n(책GPT 이용 방법 이미지, 합정역 스마트 도서관 이용 방법,02-3153-5800)",문의,문의_대출방법,"[-0.47909254 -0.6841511   0.43830732 ...  0.47682527 -0.78392786
 -0.92775613]"
180,대출하는 방법 알려줘,"(책GPT 이용 방법 이미지, 광진정보 스마트 도서관 이용 방법,02-3437-5092(내선 2번))\n(책GPT 이용 방법 이미지, 자양한강 스마트 도서관 이용 방법,02-456-0048(내선 2번)\n(책GPT 이용 방법 이미지, 군자역 스마트 도서관 이용 방법,02-3437-5092(내선 2번))\n(책GPT 이용 방법 이미지, 합정역 스마트 도서관 이용 방법,02-3153-5800)",문의,문의_대출방법,"[-0.58941835 -0.9059811   0.49793836 ...  0.44036075 -0.69688624
 -0.7529898 ]"
181,책 빌리는 방법,"(책GPT 이용 방법 이미지, 광진정보 스마트 도서관 이용 방법,02-3437-5092(내선 2번))\n(책GPT 이용 방법 이미지, 자양한강 스마트 도서관 이용 방법,02-456-0048(내선 2번)\n(책GPT 이용 방법 이미지, 군자역 스마트 도서관 이용 방법,02-3437-5092(내선 2번))\n(책GPT 이용 방법 이미지, 합정역 스마트 도서관 이용 방법,02-3153-5800)",문의,문의_대출방법,"[-0.589902   -0.7435857   0.07423139 ...  0.11431253 -0.5963772
 -0.43678164]"
182,어떻게 대출함?,"(책GPT 이용 방법 이미지, 광진정보 스마트 도서관 이용 방법,02-3437-5092(내선 2번))\n(책GPT 이용 방법 이미지, 자양한강 스마트 도서관 이용 방법,02-456-0048(내선 2번)\n(책GPT 이용 방법 이미지, 군자역 스마트 도서관 이용 방법,02-3437-5092(내선 2번))\n(책GPT 이용 방법 이미지, 합정역 스마트 도서관 이용 방법,02-3153-5800)",문의,문의_대출방법,"[ 0.11277042 -0.48467016  0.54400116 ... -0.17698431 -1.2442207
 -0.17645343]"
183,책 어떻게 빌림?,"(책GPT 이용 방법 이미지, 광진정보 스마트 도서관 이용 방법,02-3437-5092(내선 2번))\n(책GPT 이용 방법 이미지, 자양한강 스마트 도서관 이용 방법,02-456-0048(내선 2번)\n(책GPT 이용 방법 이미지, 군자역 스마트 도서관 이용 방법,02-3437-5092(내선 2번))\n(책GPT 이용 방법 이미지, 합정역 스마트 도서관 이용 방법,02-3153-5800)",문의,문의_대출방법,"[-0.61767733 -0.67400205  0.19322734 ... -0.5373328  -0.9835214
 -0.24247469]"
184,책 빌리고 싶은데 어떻게 해야 함?,"(책GPT 이용 방법 이미지, 광진정보 스마트 도서관 이용 방법,02-3437-5092(내선 2번))\n(책GPT 이용 방법 이미지, 자양한강 스마트 도서관 이용 방법,02-456-0048(내선 2번)\n(책GPT 이용 방법 이미지, 군자역 스마트 도서관 이용 방법,02-3437-5092(내선 2번))\n(책GPT 이용 방법 이미지, 합정역 스마트 도서관 이용 방법,02-3153-5800)",문의,문의_대출방법,"[-0.45994052 -0.80676585  0.47971103 ...  0.09415461 -0.84532726
 -0.98008674]"
185,책 대여 방법 좀 알려줘,"(책GPT 이용 방법 이미지, 광진정보 스마트 도서관 이용 방법,02-3437-5092(내선 2번))\n(책GPT 이용 방법 이미지, 자양한강 스마트 도서관 이용 방법,02-456-0048(내선 2번)\n(책GPT 이용 방법 이미지, 군자역 스마트 도서관 이용 방법,02-3437-5092(내선 2번))\n(책GPT 이용 방법 이미지, 합정역 스마트 도서관 이용 방법,02-3153-5800)",문의,문의_대출방법,"[-0.79025114 -1.0117188   0.33785236 ...  0.03914997 -0.60552585
 -0.30187476]"
186,책 빌리면 언제까지 볼 수 있음?,광진정보 / 자양한강 / 군자역 / 합정역 스마트 도서관 모두 대출 기간은 대출일 포함 15일입니다.,문의,문의_대출기간,"[-0.5324954  -0.36885473  0.05808398 ... -0.609246   -0.5541823
 -0.37016183]"
187,책 대출 기간 얼만큼임?,광진정보 / 자양한강 / 군자역 / 합정역 스마트 도서관 모두 대출 기간은 대출일 포함 15일입니다.,문의,문의_대출기간,"[-0.30949575 -0.7451017   0.55824727 ... -0.09011484 -1.2534882
 -0.6295176 ]"
188,얼만큼 책 읽을 수 있음?,광진정보 / 자양한강 / 군자역 / 합정역 스마트 도서관 모두 대출 기간은 대출일 포함 15일입니다.,문의,문의_대출기간,"[-0.68309456 -0.5327452   0.14541733 ... -0.07346862 -1.1511539
 -0.52721196]"
189,대출기간 좀,광진정보 / 자양한강 / 군자역 / 합정역 스마트 도서관 모두 대출 기간은 대출일 포함 15일입니다.,문의,문의_대출기간,"[-0.26526394 -0.60478324  0.93242925 ... -0.20378517 -1.4841185
 -0.73285246]"
190,대여기간이 어느 정도임?,광진정보 / 자양한강 / 군자역 / 합정역 스마트 도서관 모두 대출 기간은 대출일 포함 15일입니다.,문의,문의_대출기간,"[-0.0745795  -0.71853435  0.84599537 ... -0.26527467 -1.2605088
 -0.72570276]"
191,도서 대여 기간,광진정보 / 자양한강 / 군자역 / 합정역 스마트 도서관 모두 대출 기간은 대출일 포함 15일입니다.,문의,문의_대출기간,"[-0.31431955 -0.974978    0.92175984 ...  0.20221354 -1.8680053
 -0.7878102 ]"
192,대출 기간 정해져 있음?,광진정보 / 자양한강 / 군자역 / 합정역 스마트 도서관 모두 대출 기간은 대출일 포함 15일입니다.,문의,문의_대출기간,"[-0.37177473 -1.135536    0.88791984 ...  0.4345542  -1.0650929
 -1.0299255 ]"
193,책 빌려서 읽을 수 있는 기간이 어떻게 됨?,광진정보 / 자양한강 / 군자역 / 합정역 스마트 도서관 모두 대출 기간은 대출일 포함 15일입니다.,문의,문의_대출기간,"[-0.36050957 -0.8281777   0.17718287 ... -0.06823127 -1.0144712
 -0.6092517 ]"
194,책 빌릴 수 있는 기간이 어느 정도임?,광진정보 / 자양한강 / 군자역 / 합정역 스마트 도서관 모두 대출 기간은 대출일 포함 15일입니다.,문의,문의_대출기간,"[-0.484911   -0.863592    0.21044415 ... -0.48503864 -0.86228395
 -0.5260539 ]"
195,책 잃어버렸어,"광진정보 / 자양한강 / 군자역 / 합정역 스마트 도서관 모두 자료 분실 혹은 훼손시 동일 도서로 변상하여야 합니다.\n동일 도서로 변상할 수 없는 경우에는 대체자료를 구입하여 변상하여야 하며,\n사전에 해당 자료실로 문의 바랍니다.",문의,문의_분실,"[-0.40747538 -0.27207416  0.15602908 ... -0.10679259 -0.7780112
 -0.33343026]"
196,책 찢어졌어,"광진정보 / 자양한강 / 군자역 / 합정역 스마트 도서관 모두 자료 분실 혹은 훼손시 동일 도서로 변상하여야 합니다.\n동일 도서로 변상할 수 없는 경우에는 대체자료를 구입하여 변상하여야 하며,\n사전에 해당 자료실로 문의 바랍니다.",문의,문의_분실,"[-0.49045008 -0.72312164  0.3742028  ... -0.35537812 -0.7616668
 -0.47078615]"
197,책 훼손했는데,"광진정보 / 자양한강 / 군자역 / 합정역 스마트 도서관 모두 자료 분실 혹은 훼손시 동일 도서로 변상하여야 합니다.\n동일 도서로 변상할 수 없는 경우에는 대체자료를 구입하여 변상하여야 하며,\n사전에 해당 자료실로 문의 바랍니다.",문의,문의_분실,"[-0.69730544 -0.6600108   0.6064726  ...  0.193586   -1.0672207
 -0.2205706 ]"
198,훼손된 책 어떻게 해야 하나요?,"광진정보 / 자양한강 / 군자역 / 합정역 스마트 도서관 모두 자료 분실 혹은 훼손시 동일 도서로 변상하여야 합니다.\n동일 도서로 변상할 수 없는 경우에는 대체자료를 구입하여 변상하여야 하며,\n사전에 해당 자료실로 문의 바랍니다.",문의,문의_분실,"[-0.49328467 -0.71087766  0.79233766 ...  0.43199998 -1.0430148
 -0.38084447]"
199,책이 없어졌는데 어떻게 해?,"광진정보 / 자양한강 / 군자역 / 합정역 스마트 도서관 모두 자료 분실 혹은 훼손시 동일 도서로 변상하여야 합니다.\n동일 도서로 변상할 수 없는 경우에는 대체자료를 구입하여 변상하여야 하며,\n사전에 해당 자료실로 문의 바랍니다.",문의,문의_분실,"[-0.49274522 -0.88101393  0.78145283 ...  0.14397101 -0.78518283
 -0.41723838]"
